"_raw","_time",a,"ajax_page_request","ajax_request",bytes,clientip,cookie,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",db,eventtype,"favorite_table",file,goto,host,ident,index,l,lang,linecount,method,"no_debug",nocache,onclick,onerror,onload,other,pos,punct,"recent_table",referer,"referer_domain","req_time",root,route,server,source,sourcetype,"splunk_server","splunk_server_group",src,status,"sync_favorite_tables",table,tag,"tag::eventtype",timeendpos,timestartpos,token,uri,"uri_domain","uri_path","uri_query",user,useragent,v,vRxe,version,x
"223.237.49.95 - - [30/May/2026:15:30:13 +0530] ""GET /dashboard//fuzz_16_3226.php HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T15:30:13.000+0530",,,,297,"223.237.49.95",,15,30,30,may,13,saturday,2026,330,,,,"fuzz_16_3226.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:15:30:13 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_16_3226.php",,"/dashboard//fuzz_16_3226.php",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:30:12 +0530] ""GET /dashboard//fuzz_11_1703.php HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T15:30:12.000+0530",,,,297,"223.237.49.95",,15,30,30,may,12,saturday,2026,330,,,,"fuzz_11_1703.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/..""",,"-",,"30/May/2026:15:30:12 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_11_1703.php",,"/dashboard//fuzz_11_1703.php",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:30:11 +0530] ""GET /dashboard/'%20or%20'x'='x HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T15:30:11.000+0530",,,,297,"223.237.49.95",,15,30,30,may,11,saturday,2026,330,,,,"'%20or%20'x'='x",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//'%%''='_/.""___""-""_""/.""",,"-",,"30/May/2026:15:30:11 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard/'%20or%20'x'='x",,"/dashboard/'%20or%20'x'='x",,"-","ReconTool/1.0",,,"HTTP/1.1","'x"
"223.237.49.95 - - [30/May/2026:15:30:09 +0530] ""GET /dashboard//fuzz_1_4749.php HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T15:30:09.000+0530",,,,297,"223.237.49.95",,15,30,30,may,9,saturday,2026,330,,,,"fuzz_1_4749.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:15:30:09 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_1_4749.php",,"/dashboard//fuzz_1_4749.php",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:30:08 +0530] ""GET /dashboard//fuzz_10_1096.php HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T15:30:08.000+0530",,,,297,"223.237.49.95",,15,30,30,may,8,saturday,2026,330,,,,"fuzz_10_1096.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/..""",,"-",,"30/May/2026:15:30:08 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_10_1096.php",,"/dashboard//fuzz_10_1096.php",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:30:07 +0530] ""GET /dashboard/admin'/* HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T15:30:07.000+0530",,,,297,"223.237.49.95",,15,30,30,may,7,saturday,2026,330,,,,"*",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//'/*_/.""___""-""_""/.""",,"-",,"30/May/2026:15:30:07 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard/admin'/*",,"/dashboard/admin'/*",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:30:06 +0530] ""GET /dashboard/UNION%20ALL%20SELECT%201,2-- HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T15:30:06.000+0530",,,,297,"223.237.49.95",,15,30,30,may,6,saturday,2026,330,,,,"UNION%20ALL%20SELECT%201,2--",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//%%%,--_/.""___""-""_""/.""",,"-",,"30/May/2026:15:30:06 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard/UNION%20ALL%20SELECT%201,2--",,"/dashboard/UNION%20ALL%20SELECT%201,2--",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:30:05 +0530] ""GET /dashboard/or%201=1 HTTP/1.1"" 404 297 ""-"" ""python-requests""","2026-05-30T15:30:05.000+0530",,,,297,"223.237.49.95",,15,30,30,may,5,saturday,2026,330,,,,"or%201=1",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//%=_/.""___""-""_""-""",,"-",,"30/May/2026:15:30:05 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard/or%201=1",,"/dashboard/or%201=1",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:30:03 +0530] ""GET /dashboard/UNION%20ALL%20SELECT%201,2,3-- HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T15:30:03.000+0530",,,,297,"223.237.49.95",,15,30,30,may,3,saturday,2026,330,,,,"UNION%20ALL%20SELECT%201,2,3--",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//%%%,,--_/.""___""-""_""/.""",,"-",,"30/May/2026:15:30:03 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard/UNION%20ALL%20SELECT%201,2,3--",,"/dashboard/UNION%20ALL%20SELECT%201,2,3--",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:30:02 +0530] ""GET /dashboard/'%20or%20sleep(5) HTTP/1.1"" 404 297 ""-"" ""python-requests""","2026-05-30T15:30:02.000+0530",,,,297,"223.237.49.95",,15,30,30,may,2,saturday,2026,330,,,,"'%20or%20sleep(5)",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//'%%()_/.""___""-""_""-""",,"-",,"30/May/2026:15:30:02 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard/'%20or%20sleep(5)",,"/dashboard/'%20or%20sleep(5)",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:30:00 +0530] ""GET /dashboard/UNION%20ALL%20SELECT%201-- HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T15:30:00.000+0530",,,,297,"223.237.49.95",,15,30,30,may,0,saturday,2026,330,,,,"UNION%20ALL%20SELECT%201--",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//%%%--_/.""___""-""_""/.""",,"-",,"30/May/2026:15:30:00 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard/UNION%20ALL%20SELECT%201--",,"/dashboard/UNION%20ALL%20SELECT%201--",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:29:59 +0530] ""GET /dashboard/AND%20(SELECT%20*%20FROM%20(SELECT(SLEEP(5)))YjoC)%20AND%20'%25'=' HTTP/1.1"" 403 300 ""-"" ""python-requests""","2026-05-30T15:29:59.000+0530",,,,300,"223.237.49.95",,15,30,29,may,59,saturday,2026,330,,,,"AND%20(SELECT%20*%20FROM%20(SELECT(SLEEP(5)))YjoC)%20AND%20'%25'='",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//%(%*%%((())))%%'%'='_/.""___""",,"-",,"30/May/2026:15:29:59 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,403,,,,,45,19,,"/dashboard/AND%20(SELECT%20*%20FROM%20(SELECT(SLEEP(5)))YjoC)%20AND%20'%25'='",,"/dashboard/AND%20(SELECT%20*%20FROM%20(SELECT(SLEEP(5)))YjoC)%20AND%20'%25'='",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:29:58 +0530] ""GET /dashboard/UNION%20ALL%20SELECT%201,2,3,4-- HTTP/1.1"" 404 297 ""-"" ""python-requests""","2026-05-30T15:29:58.000+0530",,,,297,"223.237.49.95",,15,30,29,may,58,saturday,2026,330,,,,"UNION%20ALL%20SELECT%201,2,3,4--",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//%%%,,,--_/.""___""-""_""-""",,"-",,"30/May/2026:15:29:58 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard/UNION%20ALL%20SELECT%201,2,3,4--",,"/dashboard/UNION%20ALL%20SELECT%201,2,3,4--",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:29:57 +0530] ""GET /dashboard/%22%20or%20%22x%22=%22x HTTP/1.1"" 403 300 ""-"" ""ReconTool/1.0""","2026-05-30T15:29:57.000+0530",,,,300,"223.237.49.95",,15,30,29,may,57,saturday,2026,330,,,,"%22%20or%20%22x%22=%22x",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//%%%%%=%_/.""___""-""_""/.""",,"-",,"30/May/2026:15:29:57 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,403,,,,,45,19,,"/dashboard/%22%20or%20%22x%22=%22x",,"/dashboard/%22%20or%20%22x%22=%22x",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:29:55 +0530] ""GET /dashboard/%22%20or%20sleep(5)=%22 HTTP/1.1"" 403 300 ""-"" ""curl/7.68.0""","2026-05-30T15:29:55.000+0530",,,,300,"223.237.49.95",,15,30,29,may,55,saturday,2026,330,,,,"%22%20or%20sleep(5)=%22",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//%%%()=%_/.""___""-""_""/..""",,"-",,"30/May/2026:15:29:55 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,403,,,,,45,19,,"/dashboard/%22%20or%20sleep(5)=%22",,"/dashboard/%22%20or%20sleep(5)=%22",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:29:54 +0530] ""GET /dashboard/%22%20or%20sleep(5) HTTP/1.1"" 403 300 ""-"" ""python-requests""","2026-05-30T15:29:54.000+0530",,,,300,"223.237.49.95",,15,30,29,may,54,saturday,2026,330,,,,"%22%20or%20sleep(5)",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//%%%()_/.""___""-""_""-""",,"-",,"30/May/2026:15:29:54 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,403,,,,,45,19,,"/dashboard/%22%20or%20sleep(5)",,"/dashboard/%22%20or%20sleep(5)",,"-","python-requests",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:29:53 +0530] ""GET /dashboard//fuzz_3_7526.php HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T15:29:53.000+0530",,,,297,"223.237.49.95",,15,30,29,may,53,saturday,2026,330,,,,"fuzz_3_7526.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:15:29:53 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_3_7526.php",,"/dashboard//fuzz_3_7526.php",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:29:52 +0530] ""GET /dashboard//fuzz_8_4247.php HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T15:29:52.000+0530",,,,297,"223.237.49.95",,15,30,29,may,52,saturday,2026,330,,,,"fuzz_8_4247.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:15:29:52 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_8_4247.php",,"/dashboard//fuzz_8_4247.php",,"-","Mozilla/5.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:29:51 +0530] ""GET /dashboard/')%20or%20('x')=('x HTTP/1.1"" 404 297 ""-"" ""Mozilla/5.0""","2026-05-30T15:29:51.000+0530",,,,297,"223.237.49.95",,15,30,29,may,51,saturday,2026,330,,,,"')%20or%20('x')=('x",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//')%%('')=('_/.""___""-""_""/.""",,"-",,"30/May/2026:15:29:51 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard/')%20or%20('x')=('x",,"/dashboard/')%20or%20('x')=('x",,"-","Mozilla/5.0",,,"HTTP/1.1","('x"
"223.237.49.95 - - [30/May/2026:15:29:49 +0530] ""GET /dashboard//fuzz_13_5310.php HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T15:29:49.000+0530",,,,297,"223.237.49.95",,15,30,29,may,49,saturday,2026,330,,,,"fuzz_13_5310.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/.""",,"-",,"30/May/2026:15:29:49 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_13_5310.php",,"/dashboard//fuzz_13_5310.php",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:29:48 +0530] ""GET /dashboard/admin'%20-- HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T15:29:48.000+0530",,,,297,"223.237.49.95",,15,30,29,may,48,saturday,2026,330,,,,"admin'%20--",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//'%--_/.""___""-""_""/..""",,"-",,"30/May/2026:15:29:48 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard/admin'%20--",,"/dashboard/admin'%20--",,"-","curl/7.68.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:29:47 +0530] ""GET /dashboard/or%201=1/* HTTP/1.1"" 404 297 ""-"" ""ReconTool/1.0""","2026-05-30T15:29:47.000+0530",,,,297,"223.237.49.95",,15,30,29,may,47,saturday,2026,330,,,,"*",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_//%=/*_/.""___""-""_""/.""",,"-",,"30/May/2026:15:29:47 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard/or%201=1/*",,"/dashboard/or%201=1/*",,"-","ReconTool/1.0",,,"HTTP/1.1",
"223.237.49.95 - - [30/May/2026:15:29:45 +0530] ""GET /dashboard//fuzz_9_7460.php HTTP/1.1"" 404 297 ""-"" ""curl/7.68.0""","2026-05-30T15:29:45.000+0530",,,,297,"223.237.49.95",,15,30,29,may,45,saturday,2026,330,,,,"fuzz_9_7460.php",,"EC2AMAZ-COTJ1IQ","-",web,,,1,GET,,,,,,,,"..._-_-_[//:::_+]_""_///._/.""___""-""_""/..""",,"-",,"30/May/2026:15:29:45 +0530",dashboard,,,"C:\xampp\apache\logs\access.log","access_combined","si-i-0a1630a6cc7c80189.prd-p-6qw0j.splunkcloud.com",,,404,,,,,45,19,,"/dashboard//fuzz_9_7460.php",,"/dashboard//fuzz_9_7460.php",,"-","curl/7.68.0",,,"HTTP/1.1",
